mu sigma
2.661331613964788 4.4586788141027665
2.7614986352011774 4.124844185410523
2.921079621950802 4.574322946374233
2.626491556396773 4.400113673412034
2.8698959568557663 4.567145385719307
3.308209758840199 4.282894148329483
2.8160408786606315 4.102815270407402
3.160044222208637 4.533372895408072
2.969390969782811 4.575269398470438
2.8604775069792767 4.564448384226255
3.287076131155058 4.235576038279358
3.2068295357603014 4.151337906681964
2.7459415841585746 4.135995131121342
3.26736075323799 4.2093302836528865
3.2434566689114535 4.4732533210420975
3.2989928740795 4.3896395908995585
3.1311540292867157 4.114373919101045
3.0508099438697602 4.0913649896607165
3.252259156127548 4.195731318802349
2.950799943419038 4.083720260430952
2.63732477042056 4.2515504257781345
2.828027982867404 4.103676062479222
2.699232078654661 4.483392471163398
3.079327376824118 4.555703887244367
2.7694793615337177 4.1275282930358115
3.1314571302250447 4.538168836698372
2.971206537552879 4.085099893732528
3.298251283697664 4.3769006817913905
3.1871974037641455 4.509241305879405
2.6484163643022898 4.416299256055275
2.8219241009741127 4.543795595601173
3.2566311749396246 4.211275764357246
3.2060880641257774 4.163451382488504
3.0829707010946232 4.104987530968784
3.0826055673287045 4.1049701234240645
3.1883982575961864 4.503165562710265
3.185351718070683 4.504500058444996
2.964506713235614 4.089725952385934
3.080463656908418 4.105202569528861
2.726138514754244 4.493843437516057
3.1839889062259528 4.504214188291815
3.0431922092949337 4.555435743541556
2.6301297259181506 4.332921522494809
2.998173690959918 4.560828801988513
2.687261884023131 4.197133035195141
3.22359905098652 4.181636492736651
3.0176698880046837 4.095000079499821
2.954585399147139 4.092144124375321
3.267848006135987 4.238397600091926
3.1007398356960754 4.537948363318243
3.045802107989759 4.101091233039573
3.263206660150684 4.232469281209041
2.754949308172467 4.505820750038621
2.6489703032879808 4.263026531718093
2.7231430079156693 4.483396713182177
3.1233326898700686 4.125049807261811
3.16159688141623 4.14341633904421
2.962903990940175 4.095539177427322
2.918465039870212 4.553208092787136
3.2084173064884607 4.176785799386661
2.7615746154267393 4.1473809402525195
2.866864908861725 4.544400181816668
2.66004128804734 4.247795293994644
3.0273631890862456 4.101625765839136
2.640322372531882 4.320984616239819
3.172233903278425 4.501028623106933
3.2740709013989875 4.264758703524474
3.281995318807026 4.292638588500032
3.0046728601446877 4.55164650210764
2.7851201452567502 4.136553009979313
3.2827565524728723 4.356499026652845
2.6979669444769896 4.199075879311991
2.956783513472902 4.552566908149716
2.6671731184965903 4.240051801293075
2.6432394226624822 4.3269334108854896
2.663650956323222 4.24933623433587
2.698961161934871 4.201351709517191
2.7028748889154763 4.455026493677333
3.101709820346096 4.12361838097449
2.649132123790096 4.342358792060361
2.875178490478123 4.111431748102771
3.278368186518378 4.331237848975315
3.041766268679409 4.109597701540225
3.154894424895957 4.14920317977916
3.1256044013476556 4.135275896832492
3.2519581266676036 4.241059593119855
2.652574626561207 4.304758193152258
2.9579140792406196 4.104407859416513
3.0881255247639228 4.124121614623007
2.7835422418512934 4.146689722301248
2.7383020670051508 4.175291869893869
3.2648961248722665 4.280423753794571
2.8393998631925044 4.125621519360783
3.0345614415387043 4.113315467734389
3.210168697892666 4.196941716847419
3.265742192907495 4.361696635183514
2.9940901803791005 4.109103447644088
2.746347665696015 4.478390602889883
2.6575704930294326 -4.334319640359741
3.2334740568475757 4.225577542078107
2.819839905527057 4.134834442454545
2.6935915205243104 4.425496140919204
2.997144756954813 4.537942715633285
2.6632491522862214 4.2947519496567415
3.0397680851667594 4.116941399019247
2.964965707368244 4.110031032452028
2.964013067395724 4.538247670361188
3.1983379931667426 4.191137063049016
3.1824831353719647 4.471333153302863
2.6648531517686362 4.352957508860889
3.2628588100004623 4.343375075792899
3.0284112636903244 4.118049803741081
3.242691245799408 4.400517178753492
3.1706333177958728 4.173052669950458
2.682657281488136 4.3972424846964415
2.698701485718689 4.4215245776498735
3.260651677455674 4.332494130669205
3.033730606683035 4.528495963252723
2.8016259558022836 4.4997552855361285
2.947510686967255 4.115090783999059
2.765757350404769 4.480480678416457
3.0584103521229453 4.522250747050313
2.7744373169351384 4.485141399688242
3.244587974718621 4.2659728302260715
2.859286943803668 -4.5178484248332165
3.2461552959027817 4.276193539712931
2.783476512259889 4.485498175590794
2.8102714472416297 4.150130030137721
3.119189433927347 4.496952199206814
3.1071765941249843 4.501699479077239
3.2419166304424025 4.276114722073055
2.7013820098800685 4.2427701185853195
2.737612531861782 4.200912840736039
2.9608306787725187 4.12181624769689
3.0853412266472193 4.5058935715719866
3.1788202133462984 4.456228469291579
3.242531927709486 4.361423027922828
2.7293321869458644 4.437624228845112
3.1040928857839765 4.497315371794897
2.776486775023237 4.473874433571112
2.9242078670653284 4.520399212714003
2.7220407914382094 4.222776863581718
3.2046052641569265 4.2229083496415365
2.8788838042972884 4.134115114873688
2.6956780365866977 4.381505745579372
3.157257779067221 4.182724353178128
3.003365179097706 4.128448111278256
3.036653556389546 4.5113342514508625
3.2370287530066033 4.34997593026912
2.6883916850760845 4.310455372891824
2.7295017503178003 4.221506688744021
3.1948045687261484 4.2189749859939205
2.9909786988940725 4.129568425057557
2.6913347525316627 4.304240105412759
2.710073312032254 4.253304931539794
3.216892033418907 4.394358410128707
3.0998556404569766 4.15662245158324
2.70592204312637 4.2648611173282935
3.1939605090152923 4.223726816741528
2.988410282410304 4.5127665100586745
3.2034613232828053 4.238013929040416
2.703532830707472 4.370951702402548
3.096934597823016 4.158322219871681
3.2313600797702957 4.32848787168139
3.1656130052345577 4.199049415623684
3.2197787034732746 4.375599153152999
3.1094077027969345 4.480407316503566
3.173278732049319 4.43912638151497
3.216757859132305 -4.266960403245909
3.010019513368551 4.507243849215388
2.7072218813883895 4.3711599991777295
3.217359355701929 4.376559245554261
3.1695904341911825 4.440167063303817
3.046908716918461 4.499311152409221
3.0028275857630033 4.506415735383211
3.1583471951227833 4.198158724580057
2.849535265819624 4.1557202977714605
2.874031753347647 4.496431010575666
3.0024180506546845 4.505160846744941
2.9542967472612305 4.1378544917810745
2.779309530659776 4.452546677404427
2.94491805379013 4.504845869463162
3.1011642588967625 4.476930324373202
2.7560329699154074 4.430648660018861
2.717224167041527 4.372649965973455
2.7859378225380254 4.192294869316455
3.2058414321677073 4.269344951358836
2.7764284372529495 4.443131663725842
2.7105072737963054 4.325752712281061
2.9602503770617465 4.143404153776084
3.1882190652613396 4.245050056347537
3.150306894556065 4.205587289046066
3.2087196207862467 4.353554345142877
2.8706277418621298 4.485094650343428
2.7221082686104547 4.364666511794094
3.0275602869521103 4.490683841035029
2.8927667770701353 4.489202645714693
2.8230251144109046 4.465510510999287
3.0789744819529483 4.474703150881655
2.9837072364582022 4.1489666824487035
3.1203501547471117 4.189436162006993
3.109534406043626 4.18379827860044
3.024832048265561 4.154682861802521
2.974312195623654 4.49326375329098
3.183449739632522 4.393821035762299
3.1599890041149523 4.421601069060175
2.9939714480467834 4.152310174135148
2.755914231099961 4.235816225632488
2.7236583100576577 4.3350591594113865
3.2016552445324877 4.299877038875407
2.7927191712708064 4.202243381597739
3.1751963513538137 4.2434283107861095
2.7906681711594445 4.438452681067512
3.193560350000077 4.277497959833755
2.95356103830083 4.152676543620711
3.0094095346089444 4.48648189448449
2.7647529387677925 4.414359615138096
2.767187929778252 4.227030165690629
2.81925383815891 4.454229229946748
2.880515659726638 4.164372379047767
3.1985731987963604 4.3047934914138954
2.7649957287950655 4.232226763447664
3.1467226831965225 4.425397001477915
3.1305405831076913 -4.437305830954044
3.0115663031595115 4.159486348992392
2.982955016294447 4.484996843020784
3.0519814719636393 4.169032527304172
3.1364251359155197 4.212064222562941
3.077075256723742 4.179371095789098
2.94642140663522 4.482869938880568
3.18393537782991 4.366660885884029
3.0150323953038303 4.1635125499226255
2.776560656617459 4.413851329278333
3.0454756287403972 4.47091555027708
3.189237727870382 4.332659861210105
3.1213345280411118 4.433816192825092
3.046324267973126 4.1739219579815225
3.130659533820575 4.4249238983355825
3.1769144983700714 4.279967703341944
3.1831250641246864 4.306122707007997
2.764996997207899 4.253513811794475
3.1378925990083033 4.415556931666755
3.1778002489959367 4.352058243058466
2.7673935566177073 4.253137182290676
3.035201170776819 4.17465252118968
2.754733473286453 4.278402246366989
3.099553413232378 4.200989490469693
3.041997737167304 4.463325149321062
2.7597482822070885 4.371168107443832
3.1462262572412993 4.396211450132909
3.171516726368928 4.296972965638951
3.1114907740365094 4.426036399619084
2.811309027532405 4.423065438708118
2.793401990204689 4.2331105125388
2.941905559480881 4.172373453053329
2.872198570155498 4.453497291157317
3.0048470981741566 4.174619650583455
2.7721994169141073 4.26096175710472
2.8115168480886465 4.218953929434136
2.8434329143254673 4.201168880791647
2.7708958164474207 4.371518285281236
3.1392627964220208 4.393306580410967
2.860822575878617 4.196325762222515
3.1443333583607824 4.256244350589996
2.8910911816945166 4.453036123067841
2.8273109221193917 4.424973689364581
3.0155780720167518 4.456987085008153
3.148263593950089 4.266634446626325
2.8329381190837934 4.425428479842064
3.0349150682273494 4.450286005932107
3.117978981726591 4.40759490264751
2.8048879850476713 4.403805108918368
2.8456891429694617 4.43207689997265
2.798437294206408 4.242897042039464
3.1264750777623056 4.24339183224064
2.9455591594707404 4.4567087347426275
2.784826147908092 4.374483953170488
3.1116759927438657 4.408746450507645
3.1372055367228375 4.380343499144016
3.014139708277873 4.4512820856279065
3.154530227463696 4.34024708252214
2.802636545534561 4.244434118886728
3.128471984921362 4.389502423143838
2.7769081361912487 4.3509001177643345
2.8377005836307676 4.4210197478991144
2.8620042668023937 4.432789947881603
3.034911320109297 4.44312729706742
2.947281711963895 4.185953698588962
2.8242204976139846 4.409732109185234
3.108268567538494 4.234350065216184
3.1090910776770992 4.235975108601155
3.143376314491725 4.350089138942852
3.050065486934407 4.434052389583611
2.781409529550247 4.331955511710093
2.930455253384582 4.445562575510566
3.094284988505843 4.408637544718042
3.1315380298565847 4.367556734090376
3.1441824095772737 4.329981541526896
2.8086127441703366 4.385062899198096
3.1143520329202934 4.388913696350235
3.1426723758968333 4.313866886452158
3.1215950576391562 -4.2598082528302275
3.129033875908415 4.365385625137575
3.0000397268965555 4.441178151926524
3.0595816580872666 4.213754304177762
2.981724833978818 4.442892344464351
2.8889475666707156 4.431986323535051
2.8800766742481922 4.209403482039045
3.1313780558535678 4.28517046125515
2.8115848802452064 4.260389313910125
2.9483172175123658 4.197947727491158
2.796205694060725 4.296671392117671
3.1066678472552294 4.254080444412125
3.0367874165252835 4.210502678612942
2.8257598673297712 4.386605842698941
2.8306340756564365 4.389513616261848
2.807739357895562 4.279705217906607
2.800115450554138 4.3041055813232365
3.0972344620146406 4.252553941539453
2.9187296806376075 4.207472951425808
3.119495504937063 4.351058268824823
2.810287069693051 4.2825136042729115
3.1207339501828724 4.295647005746898
2.834488317928629 4.252520732326799
3.085874421983371 4.390049859490208
3.112718977201816 4.281347506953323
2.987261143043561 -4.207485127399188
3.0275994192777813 4.419933967563601
3.0905691564763575 4.257121045612048
2.838037009516248 4.380758532822421
2.876011762054366 4.228845167235138
3.0049953715700357 4.421804648557134
2.974472318703026 4.210232182209233
2.8111727605698835 4.319259574195024
2.8113425636146294 4.3144790831254225
2.8165956378044705 4.292820445485911
2.90832163691476 4.417233259490629
3.0572698341781006 4.401397231858198
2.839378551529866 4.376965002632305
3.087567969092477 4.374944122757835
3.0491428290546767 4.232732702471151
3.0072627268426775 4.219023341642743
2.993526509397682 4.216850956573305
3.091062600780306 4.268974903430344
2.8630643957841064 4.391519121230611
2.980522255435764 4.217399046197106
2.9359255251216316 4.414601100413463
2.962237924992107 4.219025349646503
2.8349487154437623 4.350068639575661
3.090168377481428 4.350042170230217
2.8845724366626215 4.39409108912221
2.8421975774899706 4.357472660944296
2.8299904023989852 4.32344072715306
2.8566829455259186 4.3713952841138095
3.008678602077151 4.404112374198095
2.9218169040205226 4.2296553407443325
2.938607576399971 4.226611592635932
2.8467367907418293 4.358699065587133
2.9444231472854687 4.226479197500383
2.9184973761025867 4.231403110124039
3.0134808791276364 4.233283015657335
3.063988948244726 4.374400006185234
3.052998537973776 4.25714343739013
2.8455729008672144 4.3043302561211805
3.051175374390072 4.370180835618834
2.943413202730605 4.236902837466813
3.0667589848641543 4.286984694163604
2.9785845370551884 4.2385700773913335
2.872667165885145 4.362339854192788
2.8786171090706842 4.266876590957418
2.9896377028078267 4.392415818650251
2.9988478019653955 4.390346835483024
2.9991040829878686 4.2451749884596355
2.893657839358033 4.374139219400314
3.056984436216791 4.352823834735141
3.060142831270057 4.347231071578852
2.9585179982574625 4.24228504022965
2.9879847272657996 4.38869501322666
2.872850726064276 4.281204620156412
2.960843169443958 4.3890462337492115
3.0278076263367195 4.372011654435178
3.0074347885062855 4.253253009588869
2.892195820208851 4.364781767017318
2.9436964322567696 4.384024389219214
3.034195591609071 4.360070364555177
2.8902986064874536 4.35763158211328
2.983665266342345 4.380249142699887
2.988915623800661 4.254497884261136
2.9424294296843123 4.375974052876247
2.911423404567594 4.364974310291831
3.0369543040553473 4.348143884153326
3.023438404787938 4.2750569464207535
2.8917491168199723 4.345805904426634
2.883678067024372 4.305103240052164
2.8945697547117373 4.346468686597065
3.020527476330487 4.276812914556907
2.888670530843235 4.312339492368111
2.889579688589873 4.314559063200105
3.0166096625194343 4.348928911639193
2.996619214520197 4.272834449821176
2.9400086048994156 4.362306558066293
3.0257328379637007 4.297561626025226
2.9531698532119934 4.362051128987253
2.902340825957582 4.298847050789228
3.02721278133452 4.305551524858639
2.9104236465650533 4.28984373038649
2.9610496386384666 4.361679712120652
2.9496277335376475 4.360618853051568
2.9961381963093108 4.35479288458174
2.9106408917431184 4.34008783702379
2.9326884208349546 4.277353838133375
2.9298914498937876 4.352982171796679
3.00645522795811 4.344520924914558
3.021063448187765 4.323943351966421
3.0193398925709403 4.322021261555279
2.954054121428925 4.351322868015191
2.940795938366317 4.285078243076105
2.9435922371330476 4.2855500704238985
2.924117310391114 4.319608020504962
2.9513440778317976 4.290764989212419
2.950878551463404 4.337188592418958
2.9648614983829042 4.331372233191206
2.9448342160799266 4.316214705315806
